DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,FT
4577286,1,2,1,08,1,501.81030582,08,2018,03,201803,50,,2,3,1,,,,,,,,,,,1
4577286,1,3,1,08,1,501.81030582,08,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4577286,1,4,1,08,1,501.81030582,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577287,1,1,1,08,1,826.47939189,08,2018,03,201803,50,1,1,4,2,2,2,1,,,,,,,1,1
4577290,1,1,1,08,1,598.0416773,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577290,1,2,1,08,1,598.0416773,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577290,1,3,1,08,1,598.0416773,08,2018,03,201803,50,,3,4,2,2,2,2,1,13,,,,,,1
4577290,1,4,1,08,1,598.0416773,08,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577290,1,6,1,08,1,598.0416773,08,2018,03,201803,50,,1,5,,,,,,,,,,,,1
4577290,1,7,1,08,1,598.0416773,08,2018,03,201803,50,,2,5,,,,,,,,,,,,1
4577291,1,1,1,08,1,516.9102017,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577291,1,2,1,08,1,516.9102017,08,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577291,1,3,1,08,1,516.9102017,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577291,1,4,1,08,1,516.9102017,08,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4577292,1,1,1,08,1,489.05792319,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577292,1,2,1,08,1,489.05792319,08,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4577293,1,1,1,08,1,803.43868392,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577293,1,2,1,08,1,803.43868392,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577293,1,3,1,08,1,803.43868392,08,2018,03,201803,50,,3,3,2,2,2,2,1,12,,,,,,1
4577294,1,1,1,08,1,643.80958222,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577294,1,2,1,08,1,643.80958222,08,2018,03,201803,50,,2,4,2,2,1,,,,,,,,,1
4577295,1,1,1,08,1,373.5322099,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577295,1,2,1,08,1,373.5322099,08,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577295,1,3,1,08,1,373.5322099,08,2018,03,201803,50,,4,5,,,,,,,,,,,,1
4577295,1,4,1,08,1,373.5322099,08,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577296,1,1,1,08,1,455.97613546,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577296,1,2,1,08,1,455.97613546,08,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577296,1,3,1,08,1,455.97613546,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577297,1,1,1,08,1,798.48269556,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577297,1,2,1,08,1,798.48269556,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577297,1,3,1,08,1,798.48269556,08,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4577297,1,4,1,08,1,798.48269556,08,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4577298,1,1,1,08,1,643.80958222,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577298,1,2,1,08,1,643.80958222,08,2018,03,201803,50,,2,6,1,,,,,,,,,,,1
4577299,1,1,1,08,1,750.0522663,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577299,1,2,1,08,1,750.0522663,08,2018,03,201803,50,1,2,4,2,2,2,1,,,,,,,1,1
4577299,1,3,1,08,1,750.0522663,08,2018,03,201803,50,,3,3,2,2,2,2,1,12,,,,,,1
4577300,1,1,1,08,1,557.84947629,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577300,1,2,1,08,1,557.84947629,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577300,1,4,1,08,1,557.84947629,08,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577301,1,1,1,08,1,535.35234361,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577301,1,2,1,08,1,535.35234361,08,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4577301,1,3,1,08,1,535.35234361,08,2018,03,201803,50,,3,4,1,,,,,,,,,,,1
4577301,1,4,1,08,1,535.35234361,08,2018,03,201803,50,,4,4,2,2,2,2,2,,,,,,,1
4577302,1,1,1,08,1,489.90755174,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577302,1,2,1,08,1,489.90755174,08,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4577302,1,3,1,08,1,489.90755174,08,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577302,1,4,1,08,1,489.90755174,08,2018,03,201803,50,,4,6,2,2,2,2,2,,,,,,,1
4577302,1,5,1,08,1,489.90755174,08,2018,03,201803,50,,5,3,2,2,2,2,2,,,,,,,1
4577303,1,1,1,08,1,625.38264194,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577303,1,2,1,08,1,625.38264194,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577303,1,3,1,08,1,625.38264194,08,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577303,1,4,1,08,1,625.38264194,08,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4577304,1,1,1,08,1,809.53548066,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577304,1,2,1,08,1,809.53548066,08,2018,03,201803,50,,2,4,2,2,2,2,1,6,1,2,,,,1
4577305,1,1,1,08,1,600.59982648,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577305,1,2,1,08,1,600.59982648,08,2018,03,201803,50,2,2,4,2,2,2,1,,,,,,,1,1
4577306,1,1,1,08,1,666.50071971,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577306,1,2,1,08,1,666.50071971,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577308,1,1,1,08,1,612.87829177,08,2018,03,201803,50,,1,6,2,2,2,2,1,9,,,,,,1
4577308,1,2,1,08,1,612.87829177,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577310,1,1,1,08,1,796.19067316,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577310,1,2,1,08,1,796.19067316,08,2018,03,201803,50,,2,4,2,2,2,2,1,13,,,,,,1
4577310,1,3,1,08,1,796.19067316,08,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4577311,1,1,1,08,1,641.37456546,08,2018,03,201803,50,,1,4,2,2,2,2,1,11,,,,,,1
4577311,1,2,1,08,1,641.37456546,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577311,1,3,1,08,1,641.37456546,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577313,1,1,1,08,1,809.60316957,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577313,1,2,1,08,1,809.60316957,08,2018,03,201803,50,7,2,2,2,2,2,1,,,,,,,1,1
4577313,1,3,1,08,1,809.60316957,08,2018,03,201803,50,,1,3,2,2,2,2,1,12,,,,,,1
4577313,1,4,1,08,1,809.60316957,08,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4577314,1,1,1,08,1,789.4550905,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577314,1,2,1,08,1,789.4550905,08,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577315,1,1,1,08,1,728.26511784,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577315,1,2,1,08,1,728.26511784,08,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577316,1,1,1,08,1,715.41222708,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577316,1,2,1,08,1,715.41222708,08,2018,03,201803,50,2,2,2,2,2,2,1,,,,,,,1,1
4577317,1,1,1,08,1,809.53548066,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577317,1,2,1,08,1,809.53548066,08,2018,03,201803,50,,2,4,2,2,2,2,1,9,,,,,,1
4577318,1,1,1,08,1,688.84780521,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577318,1,2,1,08,1,688.84780521,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577318,1,3,1,08,1,688.84780521,08,2018,03,201803,50,,3,3,2,2,2,2,1,12,,,,,,1
4577319,1,1,1,08,1,688.84780521,08,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577319,1,2,1,08,1,688.84780521,08,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577319,1,3,1,08,1,688.84780521,08,2018,03,201803,50,,3,3,2,2,2,2,1,12,,,,,,1
4577320,1,1,1,08,1,835.63331285,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577320,1,4,1,08,1,835.63331285,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577321,1,1,1,08,1,686.95303527,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577321,1,2,1,08,1,686.95303527,08,2018,03,201803,50,,2,4,2,2,2,2,1,10,,,,,,1
4577321,1,3,1,08,1,686.95303527,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577322,1,1,1,08,1,539.3953654,08,2018,03,201803,50,,1,3,1,,,,,,,,,,,1
4577322,1,2,1,08,1,539.3953654,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577323,1,1,1,08,1,470.45419268,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577323,1,2,1,08,1,470.45419268,08,2018,03,201803,50,1,2,4,2,2,2,1,,,,,,,1,1
4577323,1,3,1,08,1,470.45419268,08,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4577323,1,6,1,08,1,470.45419268,08,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577323,1,7,1,08,1,470.45419268,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577324,1,1,1,08,1,285.62195113,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577324,1,2,1,08,1,285.62195113,08,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577324,1,3,1,08,1,285.62195113,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577324,1,4,1,08,1,285.62195113,08,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577324,1,5,1,08,1,285.62195113,08,2018,03,201803,50,,5,4,2,2,2,2,1,2,1,1,,12,1,1
4577325,1,1,1,08,1,777.56788452,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577326,1,1,1,08,1,496.84535964,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577326,1,2,1,08,1,496.84535964,08,2018,03,201803,50,,2,4,2,2,1,,,,,,,,,1
4577327,1,1,1,08,1,689.1918572,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577327,1,2,1,08,1,689.1918572,08,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4577328,1,1,1,08,1,789.86083823,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577329,1,1,1,08,1,777.56788452,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577330,1,1,1,08,1,830.78456473,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577330,1,2,1,08,1,830.78456473,08,2018,03,201803,50,,2,4,2,2,2,2,1,10,,,,,,1
4577331,1,1,1,08,1,746.36044979,08,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577331,1,2,1,08,1,746.36044979,08,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577331,1,3,1,08,1,746.36044979,08,2018,03,201803,50,,1,5,,,,,,,,,,,,1
4577331,1,4,1,08,1,746.36044979,08,2018,03,201803,50,,1,5,,,,,,,,,,,,1
4577331,1,5,1,08,1,746.36044979,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577332,1,1,1,08,1,694.99910427,08,2018,03,201803,50,,3,5,,,,,,,,,,,,1
4577332,1,2,1,08,1,694.99910427,08,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577332,1,3,1,08,1,694.99910427,08,2018,03,201803,50,,3,4,2,2,2,2,2,,,,,,,1
4577332,1,5,1,08,1,694.99910427,08,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577333,1,1,1,08,1,539.25810834,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577333,1,2,1,08,1,539.25810834,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577333,1,3,1,08,1,539.25810834,08,2018,03,201803,50,,1,6,2,2,2,2,1,11,,,,,,1
4577333,1,4,1,08,1,539.25810834,08,2018,03,201803,50,,1,5,,,,,,,,,,,,1
4577334,1,1,1,08,1,689.1918572,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577334,1,2,1,08,1,689.1918572,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577335,1,1,1,08,1,547.04554478,08,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577335,1,2,1,08,1,547.04554478,08,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577335,1,3,1,08,1,547.04554478,08,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577335,1,4,1,08,1,547.04554478,08,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577336,1,1,1,08,1,680.42813588,08,2018,03,201803,50,2,1,4,2,2,2,1,,,,,,,1,1
4577336,1,2,1,08,1,680.42813588,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577338,1,1,1,08,1,643.80958222,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577338,1,2,1,08,1,643.80958222,08,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577341,1,1,1,08,1,666.50071971,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577341,1,2,1,08,1,666.50071971,08,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577342,1,1,1,11,1,3214.6096603,11,2018,03,201803,50,,1,4,2,2,2,2,1,9,,,,,,1
4577342,1,2,1,11,1,3214.6096603,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577342,1,3,1,11,1,3214.6096603,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577342,1,4,1,11,1,3214.6096603,11,2018,03,201803,50,2,4,3,2,2,2,1,,,,,,,1,1
4577342,1,5,1,11,1,3214.6096603,11,2018,03,201803,50,,5,3,2,2,2,2,2,,,,,,,1
4577343,1,1,1,11,1,2688.7339314,11,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577344,1,1,1,11,1,2566.8047283,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577344,1,2,1,11,1,2566.8047283,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577345,1,1,1,11,1,2396.7586675,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577345,1,2,1,11,1,2396.7586675,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577345,1,3,1,11,1,2396.7586675,11,2018,03,201803,50,2,3,2,2,2,2,1,,,,,,,1,1
4577345,1,4,1,11,1,2396.7586675,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577346,1,1,1,11,1,2694.4305255,11,2018,03,201803,50,,1,4,2,1,,,,,,,,,,1
4577347,1,1,1,11,1,2321.3855393,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577347,1,2,1,11,1,2321.3855393,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577347,1,3,1,11,1,2321.3855393,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577347,1,4,1,11,1,2321.3855393,11,2018,03,201803,50,,2,5,,,,,,,,,,,,1
4577348,1,1,1,11,1,3042.8869274,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577348,1,2,1,11,1,3042.8869274,11,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577348,1,3,1,11,1,3042.8869274,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577348,1,4,1,11,1,3042.8869274,11,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4577349,1,1,1,11,1,2810.0849495,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577349,1,2,1,11,1,2810.0849495,11,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577350,1,1,1,11,1,2566.8047283,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577350,1,2,1,11,1,2566.8047283,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577351,1,1,1,11,1,3069.2559701,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577351,1,2,1,11,1,3069.2559701,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577351,1,3,1,11,1,3069.2559701,11,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4577351,1,4,1,11,1,3069.2559701,11,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4577351,1,5,1,11,1,3069.2559701,11,2018,03,201803,50,,5,3,2,2,2,2,2,,,,,,,1
4577352,1,1,1,11,1,2450.2371677,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577352,1,2,1,11,1,2450.2371677,11,2018,03,201803,50,,2,3,1,,,,,,,,,,,1
4577353,1,1,1,11,1,2678.9015259,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577354,1,1,1,11,1,2433.9232236,11,2018,03,201803,50,,1,6,1,,,,,,,,,,,1
4577354,1,2,1,11,1,2433.9232236,11,2018,03,201803,50,1,2,4,2,2,2,1,,,,,,,1,1
4577354,1,3,1,11,1,2433.9232236,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577354,1,4,1,11,1,2433.9232236,11,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577354,1,6,1,11,1,2433.9232236,11,2018,03,201803,50,,6,6,2,2,2,2,2,,,,,,,1
4577355,1,1,1,11,1,2817.4659026,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577355,1,2,1,11,1,2817.4659026,11,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577355,1,3,1,11,1,2817.4659026,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577355,1,4,1,11,1,2817.4659026,11,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577356,1,1,1,11,1,2610.901664,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577356,1,2,1,11,1,2610.901664,11,2018,03,201803,50,,2,4,2,2,1,,,,,,,,,1
4577356,1,3,1,11,1,2610.901664,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577356,1,4,1,11,1,2610.901664,11,2018,03,201803,50,3,4,6,2,2,2,1,,,,,,,1,1
4577357,1,1,1,11,1,2821.2384726,11,2018,03,201803,50,,1,6,2,1,,,,,,,,,,1
4577357,1,2,1,11,1,2821.2384726,11,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577357,1,3,1,11,1,2821.2384726,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577358,1,1,1,11,1,3345.8838707,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577358,1,2,1,11,1,3345.8838707,11,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4577359,1,1,1,11,1,3196.7927077,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577359,1,2,1,11,1,3196.7927077,11,2018,03,201803,50,,2,4,2,2,2,2,1,10,,,,,,1
4577360,1,1,1,11,1,2772.5427204,11,2018,03,201803,50,,1,6,1,,,,,,,,,,,1
4577360,1,2,1,11,1,2772.5427204,11,2018,03,201803,50,,2,6,2,2,1,,,,,,,,,1
4577361,1,1,1,11,1,2566.8047283,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577361,1,2,1,11,1,2566.8047283,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577362,1,1,1,11,1,2628.3802859,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577362,1,2,1,11,1,2628.3802859,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577363,1,1,1,11,1,2538.6547276,11,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577363,1,2,1,11,1,2538.6547276,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577363,1,3,1,11,1,2538.6547276,11,2018,03,201803,50,,3,6,1,,,,,,,,,,,1
4577363,1,4,1,11,1,2538.6547276,11,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577364,1,1,1,11,1,2688.7339314,11,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577365,1,1,1,11,1,2905.7849262,11,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577365,1,2,1,11,1,2905.7849262,11,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577365,1,3,1,11,1,2905.7849262,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577366,1,1,1,11,1,2547.765882,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577366,1,2,1,11,1,2547.765882,11,2018,03,201803,50,,2,4,2,2,1,,,,,,,,,1
4577367,1,1,1,11,1,2712.5562353,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577367,1,2,1,11,1,2712.5562353,11,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577368,1,1,1,11,1,2462.0732243,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577368,1,2,1,11,1,2462.0732243,11,2018,03,201803,50,1,2,4,2,2,2,1,,,,,,,1,1
4577368,1,3,1,11,1,2462.0732243,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577369,1,1,1,11,1,2688.7339314,11,2018,03,201803,50,,1,6,2,2,2,2,1,5,2,,2,,,1
4577370,1,1,1,11,1,3023.578318,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577370,1,2,1,11,1,3023.578318,11,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577371,1,1,1,11,1,2879.6856466,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577371,1,2,1,11,1,2879.6856466,11,2018,03,201803,50,,2,5,,,,,,,,,,,,1
4577371,1,3,1,11,1,2879.6856466,11,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4577371,1,5,1,11,1,2879.6856466,11,2018,03,201803,50,,5,1,,,,,,,,,,,,1
4577372,1,1,1,11,1,2349.1986067,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577372,1,2,1,11,1,2349.1986067,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577373,1,1,1,11,1,2664.4130696,11,2018,03,201803,50,2,1,2,2,2,2,1,,,,,,,1,1
4577373,1,2,1,11,1,2664.4130696,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577374,1,1,1,11,1,2319.1015237,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577374,1,2,1,11,1,2319.1015237,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577374,1,4,1,11,1,2319.1015237,11,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4577375,1,1,1,11,1,2454.7079306,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577375,1,2,1,11,1,2454.7079306,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577375,1,3,1,11,1,2454.7079306,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577376,1,1,1,11,1,2821.8381292,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577376,1,2,1,11,1,2821.8381292,11,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4577377,1,1,1,11,1,3029.9430138,11,2018,03,201803,50,,1,4,2,2,2,2,1,11,,,,,,1
4577377,1,2,1,11,1,3029.9430138,11,2018,03,201803,50,2,2,4,2,2,2,1,,,,,,,1,1
4577377,1,3,1,11,1,3029.9430138,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577377,1,4,1,11,1,3029.9430138,11,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4577378,1,1,1,11,1,2885.417338,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577378,1,2,1,11,1,2885.417338,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577378,1,4,1,11,1,2885.417338,11,2018,03,201803,50,1,4,2,2,2,2,1,,,,,,,1,1
4577379,1,1,1,11,1,2921.3139257,11,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577379,1,2,1,11,1,2921.3139257,11,2018,03,201803,50,,2,6,2,2,2,2,2,,,,,,,1
4577379,1,3,1,11,1,2921.3139257,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577380,1,1,1,11,1,2574.0903949,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577380,1,2,1,11,1,2574.0903949,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577381,1,1,1,11,1,2720.7995682,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577381,1,2,1,11,1,2720.7995682,11,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4577382,1,1,1,11,1,2742.5252645,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577382,1,2,1,11,1,2742.5252645,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577382,1,3,1,11,1,2742.5252645,11,2018,03,201803,50,2,3,2,2,2,2,1,,,,,,,1,1
4577383,1,1,1,11,1,2889.110281,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577383,1,2,1,11,1,2889.110281,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577384,1,1,1,11,1,2922.2770337,11,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577384,1,2,1,11,1,2922.2770337,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577384,1,3,1,11,1,2922.2770337,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4577385,1,1,1,11,1,3033.4107234,11,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577385,1,2,1,11,1,3033.4107234,11,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577386,1,1,1,11,1,3170.4681948,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577386,1,2,1,11,1,3170.4681948,11,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4577387,1,1,1,11,1,2511.5818273,11,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4577387,1,2,1,11,1,2511.5818273,11,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4577387,1,3,1,11,1,2511.5818273,11,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4577387,1,4,1,11,1,2511.5818273,11,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4577387,1,5,1,11,1,2511.5818273,11,2018,03,201803,50,,5,6,2,2,2,2,2,,,,,,,1
4577388,1,1,1,11,1,2549.7129642,11,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4577388,1,2,1,11,1,2549.7129642,11,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4577388,1,3,1,11,1,2549.7129642,11,2018,03,201803,50,,3,1,,,,,,,,,,,,1
