DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,P6006
4755784,1,1,1,05,1,750.06745195,05,2018,11,201811,1,1,1,1,1,1,1,1,3,,,,320000,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,2,1,1,3,1,1,01,
4755785,1,1,1,05,1,1113.7230394,05,2018,11,201811,4,2,1,1,1,1,1,3,1,,98,1200000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,,2,1,5,1,5,1,1,1,2,1,1,01,
4755786,1,1,1,05,1,1115.0927184,05,2018,11,201811,4,1,1,1,1,1,1,1,4,,,98,,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4755787,1,1,1,05,1,1115.0927184,05,2018,11,201811,4,1,1,1,1,1,1,3,1,,170000000,900000,,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4755788,1,1,1,05,1,1028.4472194,05,2018,11,201811,4,1,1,1,1,1,1,3,2,1300000,98,1300000,,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4755789,1,1,1,05,1,830.63024263,05,2018,11,201811,4,3,1,1,1,1,1,3,3,,,,716000,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,2,,2,1,4,1,4,1,1,1,3,1,1,01,
4755790,1,1,1,05,1,1305.6060426,05,2018,11,201811,4,3,1,1,1,1,1,3,3,,,,400000,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,2,1,2,1,1,1,2,1,1,01,
4755791,1,1,1,05,1,1439.9178337,05,2018,11,201811,4,3,1,1,1,1,1,3,3,,,,280000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755792,1,1,1,05,1,1115.0927184,05,2018,11,201811,4,1,1,1,1,1,1,3,3,,,,820000,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,3,1,1,01,
4755793,1,1,1,05,1,527.04544155,05,2018,11,201811,1,1,1,2,1,1,1,4,3,,,,130000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755793,2,1,2,05,1,527.04544155,05,2018,11,201811,2,1,1,2,1,1,1,3,3,,,,150000,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755794,1,1,1,05,1,1050.3155665,05,2018,11,201811,3,1,1,1,1,1,1,3,1,,50000000,400000,,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4755795,1,1,1,05,1,1027.0775404,05,2018,11,201811,3,1,1,1,1,1,3,3,3,,,,1150000,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4755796,1,1,1,05,1,1029.5925217,05,2018,11,201811,2,2,1,1,1,1,1,4,1,,98,300000,,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4755797,1,1,1,05,1,1221.3197258,05,2018,11,201811,3,2,1,1,1,1,1,4,3,,,,650000,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,4,2,1,1,3,1,1,01,
4755798,1,1,1,05,1,1405.3664001,05,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,430000,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4755799,1,1,1,05,1,908.65296061,05,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,250000,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,3,4,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755800,1,1,1,05,1,1114.9731187,05,2018,11,201811,4,3,1,1,1,1,1,3,4,,,2000000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,3,4,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4755801,1,1,1,05,1,1090.477949,05,2018,11,201811,1,1,1,1,1,1,2,4,1,,50000000,180000,,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4755802,1,1,1,05,1,1420.1516467,05,2018,11,201811,4,3,1,1,1,1,1,3,3,,,,750000,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,3,3,2,,2,1,4,1,4,1,1,1,3,1,1,01,
4755803,1,1,1,05,1,1111.0884584,05,2018,11,201811,3,2,1,1,1,1,3,3,3,,,,650000,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,3,3,2,,2,1,4,1,4,1,1,1,3,1,1,01,
4755804,1,1,1,05,1,992.30173004,05,2018,11,201811,3,2,1,1,1,1,1,3,1,,45000000,350000,,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,5,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755805,1,1,1,05,1,1111.0884584,05,2018,11,201811,4,2,1,1,1,1,3,3,2,2200000,98,1900000,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,3,3,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4755806,1,1,1,05,1,1157.1943238,05,2018,11,201811,2,1,1,1,1,1,1,3,3,,,,720000,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4755807,1,1,1,05,1,527.04544155,05,2018,11,201811,4,2,1,1,1,1,1,3,1,,50000000,380000,,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755808,1,1,1,05,1,1226.0578466,05,2018,11,201811,3,2,1,1,1,1,1,4,3,,,,600000,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4755809,1,1,1,05,1,1090.477949,05,2018,11,201811,2,1,1,1,1,1,1,3,4,,,350000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755810,1,1,1,05,1,1027.0775404,05,2018,11,201811,3,1,1,1,1,1,3,3,3,,,,1350000,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4755811,1,1,1,05,1,527.04544155,05,2018,11,201811,3,1,1,1,1,1,1,3,1,,98,400000,,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755812,1,1,1,05,1,1027.0775404,05,2018,11,201811,3,1,1,1,1,1,1,3,3,,,,450000,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4755813,1,1,1,05,1,1115.0927184,05,2018,11,201811,5,1,1,1,1,1,1,1,1,,200000000,2000000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,,2,1,4,1,5,2,1,1,2,1,1,01,
4755814,1,1,1,05,1,685.29030009,05,2018,11,201811,5,2,1,1,1,1,1,1,1,,350000000,1300000,,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,5,2,1,1,2,1,1,01,
4755815,1,1,1,05,1,1090.477949,05,2018,11,201811,4,1,1,1,1,1,3,3,3,,,,670000,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,3,1,1,01,
4755816,1,1,1,05,1,750.06745195,05,2018,11,201811,2,1,1,1,1,1,1,4,1,,98,350000,,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4755817,1,1,1,05,1,1050.3155665,05,2018,11,201811,4,1,1,1,1,1,1,3,3,,,,1300000,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4755818,1,1,1,05,1,1487.0688824,05,2018,11,201811,4,2,1,1,1,1,1,3,3,,,,850000,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,4,1,1,1,3,1,1,01,
4755820,1,1,1,05,1,1367.3613735,05,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,300000,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,4,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4755821,1,1,1,05,1,1155.8246448,05,2018,11,201811,3,1,1,1,1,1,1,3,3,,,,250000,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4755822,1,1,1,05,1,1051.6923098,05,2018,11,201811,4,2,1,1,1,1,1,3,1,,30000000,300000,,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4755823,1,1,1,05,1,1304.0805646,05,2018,11,201811,4,1,1,1,1,1,1,3,1,,100000000,800000,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755824,1,1,1,05,1,1328.695334,05,2018,11,201811,4,3,1,1,1,1,1,3,4,,,600000,,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755825,1,1,1,05,1,1367.3613735,05,2018,11,201811,2,2,1,1,1,1,3,3,1,,40000000,350000,,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,3,4,2,,2,1,4,1,1,1,1,1,2,1,1,01,
4755826,1,1,1,05,1,1028.4472194,05,2018,11,201811,1,1,1,1,1,1,1,4,4,,,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,1,2,1,1,2,1,1,01,
4755827,1,1,1,05,1,838.08969422,05,2018,11,201811,5,1,1,1,1,1,1,3,1,,250000000,1400000,,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,,1,1,4,1,4,1,1,1,2,1,1,01,
4755828,1,1,1,05,1,773.31254236,05,2018,11,201811,6,2,1,1,1,1,1,3,1,,200000000,1200000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,,1,1,4,1,4,1,1,1,2,1,1,01,
4755829,1,1,1,05,1,1323.8464808,05,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,350000,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,4,2,,2,1,4,1,1,1,1,1,2,1,1,01,
4755830,1,1,1,05,1,985.61732212,05,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,520000,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,4,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755832,1,1,1,05,1,1090.477949,05,2018,11,201811,2,1,1,1,1,1,6,,3,,,,300000,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755833,1,1,1,05,1,985.53841468,05,2018,11,201811,5,2,1,1,1,1,1,3,1,,200000000,1500000,,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,3,2,,1,1,4,1,4,1,1,1,2,1,1,01,
4755834,1,1,1,05,1,630.51973677,05,2018,11,201811,4,3,1,1,1,1,1,3,1,,130000000,600000,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,4,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755835,1,1,1,05,1,1394.0420298,05,2018,11,201811,5,3,1,1,1,1,1,3,1,,200000000,1600000,,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,,1,1,4,1,4,1,1,1,2,1,1,01,
4755836,1,1,1,05,1,1479.4647397,05,2018,11,201811,4,3,1,1,1,1,1,3,3,,,,600000,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,7,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755837,1,1,1,05,1,1115.0927184,05,2018,11,201811,4,1,1,1,1,1,1,3,3,,,,1200000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,,1,1,4,1,4,1,1,1,2,1,1,01,
4755838,1,1,1,05,1,608.90169693,05,2018,11,201811,3,2,1,1,1,1,1,3,1,,120000000,500000,,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4755839,1,1,1,05,1,1093.7939152,05,2018,11,201811,1,1,1,1,1,1,1,3,1,,98,250000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4755840,1,1,1,05,1,1050.3155665,05,2018,11,201811,4,1,1,1,1,1,1,3,1,,120000000,500000,,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755841,1,1,1,05,1,1090.477949,05,2018,11,201811,3,1,1,1,1,1,1,3,1,,98,600000,,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755842,1,1,1,05,1,1585.7021098,05,2018,11,201811,4,3,1,1,1,1,1,3,3,,,,450000,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,1,3,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755843,1,1,1,05,1,1028.4472194,05,2018,11,201811,2,1,1,1,1,1,1,3,3,,,,450000,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755844,1,1,1,05,1,836.72001522,05,2018,11,201811,4,1,1,1,1,1,1,3,1,,150000000,900000,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,,1,1,4,1,3,1,1,1,2,1,1,01,
4755845,1,1,1,05,1,1204.4398067,05,2018,11,201811,1,1,1,1,1,1,2,3,3,,,,220000,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,2,1,1,1,1,1,2,1,1,01,
4755846,1,1,1,05,1,815.42121199,05,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,360000,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4755848,1,1,1,05,1,540.92610484,05,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,650000,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,4,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4755849,1,1,1,05,1,1305.4502436,05,2018,11,201811,4,1,1,1,1,1,1,3,1,,250000000,900000,,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4755851,1,1,1,05,1,1090.477949,05,2018,11,201811,1,1,1,1,1,1,1,4,3,,,,380000,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4755853,1,1,1,08,1,569.548035,08,2018,11,201811,6,4,1,1,1,1,1,3,1,,200000000,800000,,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,4,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4755854,1,1,1,08,1,539.63201036,08,2018,11,201811,4,3,1,1,1,1,1,3,4,,,800000,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,5,5,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4755855,1,1,1,08,1,492.62132175,08,2018,11,201811,4,3,1,1,1,1,1,3,1,,160000000,650000,,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,3,3,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4755856,1,1,1,08,1,563.81753097,08,2018,11,201811,4,2,1,1,1,1,1,3,1,,98,1000000,,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4755857,1,1,1,08,1,473.52406656,08,2018,11,201811,5,4,1,1,1,1,1,3,1,,99,300000,,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,6,9,2,,2,1,4,1,1,1,1,1,6,1,1,01,
4755858,1,1,1,08,1,808.38617421,08,2018,11,201811,3,2,1,1,1,1,3,3,1,,48000000,450000,,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,,2,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4755859,1,1,1,08,1,722.56443873,08,2018,11,201811,3,2,1,1,1,1,3,3,1,,75000000,300000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4755860,1,1,1,11,1,3285.2474879,11,2018,11,201811,4,1,1,1,1,1,1,3,2,2000000,500000000,2000000,,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,,2,1,6,1,6,1,1,1,3,1,1,01,
4755861,1,1,1,11,1,3836.4296128,11,2018,11,201811,1,1,1,2,1,1,1,3,3,,,,100000,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,4,1,4,1,2,1,1,1,3,1,1,01,
4755862,1,1,1,13,1,413.06879494,13,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,400000,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,4,2,,2,1,2,1,2,1,1,1,3,1,1,01,
4755863,1,1,1,13,1,432.17202447,13,2018,11,201811,3,2,1,1,1,1,1,3,1,,90000000,600000,,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4755864,1,1,1,13,1,413.06879494,13,2018,11,201811,3,2,1,1,1,1,1,3,4,,,500000,,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,4,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4755865,1,1,1,13,1,343.24733779,13,2018,11,201811,4,2,1,1,1,1,1,3,1,,98,750000,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4755866,1,1,1,13,1,439.85114374,13,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,750000,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4755867,1,1,1,13,1,397.58550987,13,2018,11,201811,3,2,1,1,1,1,3,3,4,,,500000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,4,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4755868,1,1,1,13,1,462.04744991,13,2018,11,201811,2,1,1,1,1,1,3,3,4,,,300000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4755869,1,1,1,13,1,155.76031699,13,2018,11,201811,3,2,1,1,1,1,3,3,3,,,,550000,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,3,6,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4755870,1,1,1,13,1,155.76031699,13,2018,11,201811,4,3,1,1,1,1,3,3,1,,98,800000,,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,7,2,,1,1,4,1,2,1,1,1,3,1,1,01,
4755871,1,1,1,13,1,291.73839652,13,2018,11,201811,4,3,1,1,1,1,1,3,4,,,460000,,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,3,5,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4755872,1,1,1,13,1,519.00363705,13,2018,11,201811,2,1,1,1,1,1,1,3,1,,98,350000,,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4755873,1,1,1,13,1,304.64761827,13,2018,11,201811,4,1,1,1,1,1,1,3,3,,,,560000,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4755876,1,1,1,15,1,112.2488606,15,2018,11,201811,4,1,1,1,1,1,1,3,1,,98,300000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,2,1,1,1,1,1,3,1,1,01,
4755877,1,1,1,15,1,74.542768482,15,2018,11,201811,3,2,1,1,1,1,1,3,3,,,,350000,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,,1,1,4,1,1,1,1,1,3,1,1,01,
4755878,1,1,1,15,1,65.441664649,15,2018,11,201811,4,1,1,1,1,1,1,3,1,,150000000,700000,,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4755879,1,1,1,15,1,125.76292045,15,2018,11,201811,3,3,1,1,1,1,1,3,2,99,90000000,500000,,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,4,4,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4755880,1,1,1,15,1,135.09860327,15,2018,11,201811,4,3,1,1,1,1,1,3,1,,20000000,350000,,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,4,2,,1,1,4,1,1,1,1,1,3,1,1,01,
