DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4731630,1,4,1,05,1,1,1593.9146431,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731631,1,2,1,05,1,1,1023.456796,05,2018,10,201810,80,1,4,7,2,,,8,1,,2,,2,,781242,2
4731632,1,1,1,05,1,1,1365.9999073,05,2018,10,201810,80,1,4,5,2,,,10,3,,2,,2,,781242,3
4731632,1,2,1,05,1,1,1365.9999073,05,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731633,1,3,1,05,1,1,1684.9801344,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731633,1,4,1,05,1,1,1684.9801344,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731634,1,2,1,05,1,1,1553.4948008,05,2018,10,201810,80,1,4,4,2,,,4,2,,2,,2,,781242,2
4731636,1,1,1,05,1,1,1338.4606943,05,2018,10,201810,80,1,2,5,2,,,8,3,,2,,,,,3
4731636,1,2,1,05,1,1,1338.4606943,05,2018,10,201810,80,1,4,7,2,,,8,2,,2,,,,,2
4731638,1,2,1,05,1,1,1478.6241022,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731640,1,1,1,05,1,1,1327.3181252,05,2018,10,201810,80,1,4,3,2,,,8,2,,2,,,,,2
4731642,1,2,1,05,1,1,1013.816576,05,2018,10,201810,80,1,4,7,2,,,9,2,,2,,2,,98,2
4731643,1,4,1,05,1,1,1253.5593991,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731645,1,1,1,05,1,1,1327.6148868,05,2018,10,201810,80,1,2,3,2,,,9,2,,2,,,,,2
4731645,1,3,1,05,1,1,1327.6148868,05,2018,10,201810,80,1,4,4,2,,,8,2,,2,,,,,2
4731648,1,1,1,05,1,1,1365.9999073,05,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731648,1,2,1,05,1,1,1365.9999073,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731650,1,1,1,05,1,1,1092.3387246,05,2018,10,201810,80,1,3,3,2,,,9,2,,2,,,,,2
4731651,1,2,1,05,1,1,1553.4948008,05,2018,10,201810,80,1,4,6,2,,,8,2,,2,,,,,2
4731652,1,1,1,05,1,1,1276.9295471,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731654,1,1,1,05,1,1,1365.9999073,05,2018,10,201810,80,1,4,4,2,,,4,3,,2,,,,,3
4731654,1,2,1,05,1,1,1365.9999073,05,2018,10,201810,80,1,4,4,2,,,4,2,,2,,,,,2
4731655,1,2,1,05,1,1,1506.6494803,05,2018,10,201810,80,1,3,3,2,,,9,2,,2,,,,,2
4731658,1,1,1,05,1,1,1674.0385621,05,2018,10,201810,80,1,4,7,2,,,8,2,,2,,1,48,781200,2
4731659,1,2,1,08,1,1,899.06423638,08,2018,10,201810,80,1,1,3,2,,,9,2,,2,,2,,781000,2
